Order	Family	Genus	Species	Ts	Te	Ts_sd	Te_sd
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_lobatum	92.5851997333468	91.4471445846741	1.38278382426152	1.41412472675726
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_markaguntensis	90.1727230794475	71.1952784939963	0.905797132049636	2.0136924449152
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_meyeri	83.9147073490013	66.6382232757489	0.86453783254831	1.12455204839778
Orectolobiformes	Ginglymostomatidae	Cantioscyllium	Cantioscyllium_nessovi	89.6395280359573	85.2856793789739	1.25189504590915	1.81835599738723
Orectolobiformes	Orectolobidae	Cederstroemia	Cederstroemia_havreensis	86.0349086438991	72.7781515144092	0.757365300196564	1.53960343232337
Orectolobiformes	Orectolobidae	Cederstroemia	Cederstroemia_nilsi	83.1150588789645	81.6859184874393	0.847453226056242	0.789232165274946
Orectolobiformes	Orectolobidae	Cederstroemia	Cederstroemia_siverssoni	113.536493376445	89.5957924319994	0.764091132431841	0.509680818830846
Orectolobiformes	Orectolobidae	Cederstroemia	Cederstroemia_triangulata	79.2401215681438	71.8684817716843	2.90196926514656	1.2024208797034
Orectolobiformes	Orectolobidae	Cederstroemia	Cederstroemia_ziaensis	85.4812518453964	84.022608940132	0.586729796531769	0.552907941687606
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_broennimanni	69.4720053421817	67.7597615969256	2.29579124195383	2.00604611715017
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_frequens	86.2902737008926	72.768478635982	0.460554299569623	1.16056137921198
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_gaemersi	74.8952722250864	72.8821561833947	1.3857921229231	1.5105150793628
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_grandis	85.218846517238	83.7485653641051	0.617560454159775	0.626332090592059
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_greeni	93.2843775394312	89.4918058967714	0.719336832552562	0.477881923803148
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_humboldti	92.2030904348566	91.0593277645016	1.17539104505449	1.18918685854948
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_meraense	55.3672231094649	47.6888290090241	0.965510314169985	2.04850103459133
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_mereretiae	95.0107975349716	93.8548562854575	0.454398174846433	0.454682487609904
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_minutum	61.7605681208822	59.3821309319811	0.53564850447269	0.647390561052052
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_missouriense	81.5093383286434	71.6490599990217	2.31549315746098	1.088804388176
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_salvani	58.1937065023679	56.8817880534474	0.840110270988379	0.939313551369198
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_vulloi	95.5426270479482	91.0765404872486	0.565596758907687	0.394494055346926
Orectolobiformes	Hemiscylliidae	Coelometlaouia	Coelometlaouia_pannucea	53.2493439306318	39.4215493762061	0.417523953355873	0.251316035739992
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus_doylei	134.418708321763	126.919963328696	1.18712860868249	1.10379509088898
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus_gracilis	113.252646005122	101.173415396972	0.938836947662299	1.64094019780498
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus_olsoni	81.905827492377	66.1711574673801	2.11871299095053	0.788916546422793
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus_robustus	95.6952855262484	94.5374402547011	0.614081554455703	0.594572023516422
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium_africanum	64.8744639986283	51.4883308354327	1.51478013879283	2.10265135100396
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium_planum	64.8933197553321	61.9536459468573	1.22150729785144	0.68798790511702
Orectolobiformes	Orectolobiformes_incert._fam.	Dorsetoscyllium	Dorsetoscyllium_terraefullonicum	168.160599970931	166.086190920622	0.675371479538521	0.659922981607274
Orectolobiformes	Orectolobidae	Eometlaouia	Eometlaouia_delpiti	57.8790494624517	56.5531741384871	0.845110423336274	0.923165018351745
Orectolobiformes	Orectolobidae	Eometlaouia	Eometlaouia_numidica	54.1188272464337	48.1802547268418	1.8278160702327	2.25738899513059
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma_angustum	55.5761877916081	38.2732322603786	0.87429080238836	0.722947679501042
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma_templeuvensis	58.2895554910281	56.9968658500024	1.05491448275316	1.186415675383
Orectolobiformes	Orectolobiformes_incert._fam.	Folipistrix	Folipistrix_digitulus	180.566925011996	170.53831269974	2.61558180788038	1.08447122758869
Orectolobiformes	Ginglymostomatidae	Ganntouria	Ganntouria_variabilis	70.1234560741781	66.0665369073747	1.08019743390499	0.88369398321951
Orectolobiformes	Orectolobiformes_incert._fam.	Garrigascyllium	Garrigascyllium_aganticensis	138.184294111437	136.078495633306	1.36601393674005	1.24864273068204
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_angolense	54.444963311303	39.8945503027948	1.7564716475648	0.610739891507902
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_botmaense	72.0553181734047	65.746483170307	0.623390817188696	0.458600715834538
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_chenanei	58.1457709518927	56.8420967993542	0.943138604154909	1.02017905123224
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_cirratum	0.738201863963055	0	0.148704223915865	0
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_cuspidata	69.2830740157924	67.6572379902449	1.16894468627255	1.1148532750628
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_dartevellei	60.8368856633355	59.8052133084111	0.815950773729844	0.858923811794246
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_delfortriei	23.1475764007233	2.64066400222541	0.780253982652681	0.60403079066126
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_erramii	68.8569747687025	67.2584898044832	1.31423430232166	1.31220410828132
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_khouribgaense	65.9759241290532	54.8510957709673	1.36134658573249	0.396579723959789
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_maghrebianum	52.0761995943848	49.9279837131547	1.72323380524632	2.40603676320682
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_maroccanum	55.3811671384211	44.7097589282423	1.13170833392555	3.76463543682574
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_pectinatum	70.5880743191584	65.7399505350547	0.70127039597315	0.452367710597108
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_serra	22.0534664121827	8.91801192143405	0.794556310090368	4.1995897490607
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_sokotoense	59.4016623056697	55.581519893718	0.53552720885517	0.596470416508339
Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_subafricanum	66.2089420917575	59.9675294312557	0.536820595065021	0.898500141613706
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium_bruxelliensis	53.6400907680577	40.0566591701522	2.28391941802828	1.02784042527397
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium_hermani	76.7578644521197	61.3416504504071	0.99607325586937	0.628757986370374
Orectolobiformes	Hemiscylliidae	Hemiscyllium	Hemiscyllium_tailledisensis	48.613772928753	38.3614240280904	2.17614273235075	0.780338868755808
Orectolobiformes	Orectolobiformes_incert._fam.	Heterophorcynus	Heterophorcynus_microdon	168.182533178642	166.12069802902	0.630702222071907	0.685907880606004
Orectolobiformes	Ginglymostomatidae	Hologinglymostoma	Hologinglymostoma_jaegeri	58.501244621343	57.2146079269819	0.821382793583226	0.929774967623905
Orectolobiformes	Orectolobiformes_incert._fam.	Magistrauia	Magistrauia_unicaplicata	138.205889970096	136.112067544	1.38401549113248	1.38131576432237
Orectolobiformes	Mesiteiidae	Mesiteia	Mesiteia_emiliae	98.3666087061004	97.0285379206631	2.42811931907191	2.25446756799292
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius_bequaerti	66.5413958217667	56.4092147256121	0.732521414850217	1.03140783798883
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius_obliquus	56.9766870425126	31.5427676459217	0.271121821781574	2.40204603110702
Orectolobiformes	Ginglymostomatidae	Nebrius	Nebrius_thielensi	55.7143418697024	38.2937677173625	0.975219365112005	0.738341900022979
Orectolobiformes	Hemiscylliidae	Notoramphoscyllium	Notoramphoscyllium_woodwardi	53.4052772925385	39.3283892639612	0.423243171178971	0.245972563755504
Orectolobiformes	Orectolobiformes_incert._fam.	Orecto_gen._nov.1	Orecto_gen._nov.1_standhardtae	64.4777519582339	63.3330950697782	1.24706386232347	1.16070074906561
Orectolobiformes	Orectolobiformes_incert._fam.	Orecto_gen._nov.2	Orecto_gen._nov.2_muftius	165.322173079348	163.245801610761	0.941428064172997	0.881597905209259
Orectolobiformes	Orectolobidae	Orectoloboides	Orectoloboides_angulatus	95.5509086366432	94.3739253539708	0.743539971369638	0.746920747372902
Orectolobiformes	Orectolobidae	Orectoloboides	Orectoloboides_multistriatus	98.3969636700336	93.6880386506113	2.26208959192938	0.450575333190026
Orectolobiformes	Orectolobidae	Orectoloboides	Orectoloboides_parvulus	113.684782307953	101.862520969218	0.649039370133387	1.81215908804023
Orectolobiformes	Orectolobidae	Orectoloboides	Orectoloboides_reyndersi	47.9687979084772	38.52949232628	2.46711737911704	0.713079813253438
Orectolobiformes	Orectolobidae	Orectolobus	Orectolobus_gippslandicus	24.5363794391183	2.94093598987565	2.74547626149742	0.397029516986614
Orectolobiformes	Orectolobidae	Orectolobus	Orectolobus_ziegenhinei	47.534377399469	43.5400145055597	1.82067322810541	1.68628441403083
Orectolobiformes	Brachaeluridae	Ornatoscyllium	Ornatoscyllium_freemani	168.08933731753	165.99444519404	0.641336062688402	0.587501026956449
Orectolobiformes	Brachaeluridae	Ornatoscyllium	Ornatoscyllium_glashoffi	120.752368937905	118.642175571204	2.86646593611383	2.90818520093277
Orectolobiformes	Brachaeluridae	Ornatoscyllium	Ornatoscyllium_pattersoni	165.889582019148	163.827827302556	0.811856540834961	0.777053430104098
Orectolobiformes	Brachaeluridae	Ornatoscyllium	Ornatoscyllium_rugasimulatum	139.14420378876	134.733919235807	1.4479688833923	1.31522411699582
Orectolobiformes	Brachaeluridae	Palaeobrachaelurus	Palaeobrachaelurus_alisonae	181.828406462171	162.495817695811	2.55278957758137	1.06900491913687
Orectolobiformes	Brachaeluridae	Palaeobrachaelurus	Palaeobrachaelurus_aperizostus	181.676416094351	170.745923718817	2.54203239469377	1.04836097286717
Orectolobiformes	Brachaeluridae	Palaeobrachaelurus	Palaeobrachaelurus_bedfordensis	165.601350437226	163.530010265583	0.884202024765847	0.885827280839138
Orectolobiformes	Brachaeluridae	Palaeobrachaelurus	Palaeobrachaelurus_mitchelli	129.814360491788	127.734921181793	0.963926687464517	0.87900791756816
Orectolobiformes	Brachaeluridae	Palaeobrachaelurus	Palaeobrachaelurus_mussetti	168.158212728938	166.145017565921	0.675020772082022	0.613475809878719
Orectolobiformes	Orectolobiformes_incert._fam.	Palaeocarcharias	Palaeocarcharias_stromeri	156.230077057141	140.34393175032	1.62967920199172	1.98715419611297
Orectolobiformes	Orectolobiformes_incert._fam.	Palaeorectolobus	Palaeorectolobus_agomphius	151.478282659771	149.434625183711	1.06549445884505	0.969970398009267
Orectolobiformes	Rhincodontidae	Palaeorhincodon	Palaeorhincodon_daouii	57.9767672854991	56.6617402801756	0.945350741969568	1.03734089418733
Orectolobiformes	Rhincodontidae	Palaeorhincodon	Palaeorhincodon_dartevellei	57.1160749457078	48.2573021449313	0.260546246871095	2.5741802924826
Orectolobiformes	Rhincodontidae	Palaeorhincodon	Palaeorhincodon_wardi	55.3399331527498	40.0395692634558	1.3212574420849	1.13567326145292
Orectolobiformes	Brachaeluridae	Paraginglymostoma	Paraginglymostoma_bloti	69.4504858587817	67.7067795260153	1.7990061468582	1.56792458726683
Orectolobiformes	Orectolobiformes_incert._fam.	Parahemiscyllium	Parahemiscyllium_underwoodwardi	138.55435235214	136.466598743973	1.09896234692683	1.19761541884734
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_crochardi	93.0615477340036	71.607626052268	0.440245060924596	1.22981579505031
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_germaini	49.1520350950093	38.3510173321508	1.37954014806109	0.773093969409681
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_groessensi	70.4374642126285	61.7144889641813	1.11034514269447	0.787296706835356
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_lehmani	106.813710710899	96.0057699132135	3.12287037767634	1.22382615674401
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_ornatus	93.0759570580302	70.8155699584576	0.394002917187278	0.38165387152681
Orectolobiformes	Parascylliidae	Pararhincodon	Pararhincodon_ypresiensis	55.0113405920337	47.6737027400086	1.5795603724415	1.5359187967902
Orectolobiformes	Orectolobiformes_incert._fam.	Phorcynis	Phorcynis_catulina	156.310688754161	145.716311660142	1.41236109684351	2.01635490706508
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_antiquum	75.3536212738067	65.9982470881075	4.86190585673963	0.819411538121719
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_derameei	72.338423825148	66.1047578553048	0.580916649342265	0.791921915258969
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_gharbii	72.7106390354015	66.0752418045648	0.435332676410466	0.614898117665131
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_globidens	80.9369031910817	69.4634576999648	2.39538545049596	0.517214237109699
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_lehneri	71.4752148034589	65.8172180505857	0.923185336794129	0.427863261952642
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_minutum	71.9987323575167	65.7772231501561	0.890668809401575	0.557271319582943
Orectolobiformes	Ginglymostomatidae	Plicatoscyllium	Plicatoscyllium_youssoufiaense	70.4953690920023	65.7825844961003	0.480270677916655	0.423012044494818
Orectolobiformes	Ginglymostomatidae	Protoginglymostoma	Protoginglymostoma_ypresiensis	55.2255143298241	46.8683433448053	1.46588180669739	0.936876647443069
Orectolobiformes	Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma_erguitaense	72.1096155061935	69.9891062365003	0.601140452907016	0.533369768832582
Orectolobiformes	Ginglymostomatidae	Pseudoginglymostoma	Pseudoginglymostoma_idiri	71.1947111611043	66.613641209718	1.36649444870835	0.962739474056085
Orectolobiformes	Hemiscylliidae	Pseudospinax	Pseudospinax_heterodon	108.521365213231	96.9995234730988	1.9475946897687	1.31856356648956
Orectolobiformes	Hemiscylliidae	Pseudospinax	Pseudospinax_pusillus	97.6226166334027	96.3419548985361	2.27261678962207	2.06454657604238
Orectolobiformes	Orectolobidae	Restesia	Restesia_americana	81.0967446187714	65.4610977482053	2.8760829003861	0.524540493501889
Orectolobiformes	Orectolobidae	Restesia	Restesia_nordquistae	68.489812006818	66.8869086533515	1.15533313913056	1.08491785598745
Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon_ferriolensis	20.3028571115194	15.4899512314442	0.820590015747756	1.5562149869312
Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon_typus	33.0498739557902	0	6.23038524787514	0
Orectolobiformes	Orectolobidae	Squatiscyllium	Squatiscyllium_casieri	52.8459601431406	50.8958141117039	1.97509679748683	2.62264255641604
Orectolobiformes	Orectolobidae	Squatiscyllium	Squatiscyllium_nigeriensis	59.1738711434789	51.7462170770689	0.534420233969931	3.4338390438925
Orectolobiformes	Stegostomatidae	Stegostoma	Stegostoma_tethysiensis	40.5921338569074	38.7728481315529	1.38286660439896	0.586702261354029
